Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceWordSyllabe,TargetWordSyllabe,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,Simple PositionSource,Simple PositionTarget,Previous Source,Next Source,Previous Target,Next Target,Process,TargetOrthography,Translation,References,Notes
Principense,sɛ̃ˈkwa,pɨɾsɨˈvɐjʒu,sɛ̃.ˈkwa,pɨɾ.sɨ.ˈvɐj.ʒu,,,2,4,,,#N/A,#N/A,0,,0,,,percevejo,bug,Bandeira2017[366-412],Not of portuguese origin
Principense,bũˈbu,ɐˈbɐʎɐ,bũ.ˈbu,ɐ.ˈbɐ.ʎɐ,,,2,3,,,#N/A,#N/A,0,,0,,,abelha,bee,Bandeira2017[366-412],Not of portuguese origin
Principense,deˈfũtu,dɨˈfũtu,de.ˈfũ.tu,dɨ.ˈfũ.tu,de,dɨ,3,3,1,1,Initial,Initial,0,ˈfũ,0,ˈfũ,,defunto,deceased,Bandeira2017[366-412],
Principense,deˈfũtu,dɨˈfũtu,de.ˈfũ.tu,dɨ.ˈfũ.tu,ˈfũ,ˈfũ,3,3,2,2,Medial,Medial,de,tu,dɨ,tu,,defunto,deceased,Bandeira2017[366-412],
Principense,deˈfũtu,dɨˈfũtu,de.ˈfũ.tu,dɨ.ˈfũ.tu,tu,tu,3,3,3,3,Final,Final,ˈfũ,3,ˈfũ,3,,defunto,deceased,Bandeira2017[366-412],
Principense,ˈbwɛvɐ,ˈgɛmiu,ˈbwɛ.vɐ,ˈgɛ.mi.u,,,2,3,,,#N/A,#N/A,0,,0,,,gémeo ,twin,Bandeira2017[366-412],Not of portuguese origin
Principense,ˈminu,mɨˈninu,ˈmi.nu,mɨ.ˈni.nu,ˈmi,mɨ,2,3,1,1,Initial,Initial,0,-,0,ˈni,metathesis,menino,child,Bandeira2017[366-412],
Principense,ˈminu,mɨˈninu,ˈmi.nu,mɨ.ˈni.nu,-,ˈni,2,3,-,2,-,Medial,ˈmi,nu,mɨ,nu,,menino,child,Bandeira2017[366-412],
Principense,ˈminu,mɨˈninu,ˈmi.nu,mɨ.ˈni.nu,nu,nu,2,3,2,3,Final,Final,-,2,ˈni,3,,menino,child,Bandeira2017[366-412],
Principense,ˈmjɛ,muˈʎeɾ,ˈmjɛ,mu.ˈʎeɾ,ˈmjɛ,mu,1,2,1,1,Final,Initial,0,-,0,ˈʎeɾ,metathesis,mulher,woman,Bandeira2017[366-412],
Principense,ˈmjɛ,muˈʎeɾ,ˈmjɛ,mu.ˈʎeɾ,-,ˈʎeɾ,1,2,-,2,-,Final,ˈmjɛ,-,mu,2,,mulher,woman,Bandeira2017[366-412],
Principense,nĩˈŋge,nĩˈgɐ̃j̃,nĩ.ˈŋge,nĩ.ˈgɐ̃j̃,nĩ,nĩ,2,2,1,1,Initial,Initial,0,ˈŋge,0,ˈgɐ̃j̃,,alguém,someone,Bandeira2017[366-412],
Principense,nĩˈŋge,nĩˈgɐ̃j̃,nĩ.ˈŋge,nĩ.ˈgɐ̃j̃,ˈŋge,ˈgɐ̃j̃,2,2,2,2,Final,Final,nĩ,2,nĩ,2,,alguém,someone,Bandeira2017[366-412],
Principense,ɔˈmi,ˈomɐ̃j̃,ɔ.ˈmi,ˈo.mɐ̃j̃,ɔ,ˈo,2,2,1,1,Initial,Initial,0,ˈmi,0,mɐ̃j̃,,homem,man,Bandeira2017[366-412],
Principense,ɔˈmi,ˈomɐ̃j̃,ɔ.ˈmi,ˈo.mɐ̃j̃,ˈmi,mɐ̃j̃,2,2,2,2,Final,Final,ɔ,2,ˈo,2,,homem,man,Bandeira2017[366-412],
Principense,viˈd̠ʒĩ,viˈziɲu,vi.ˈd̠ʒĩ,vi.ˈzi.ɲu,vi,vi,2,3,1,1,Initial,Initial,0,-,0,ˈzi,methatesis ,vizinho,neighbor,Bandeira2017[366-412],
Principense,viˈd̠ʒĩ,viˈziɲu,vi.ˈd̠ʒĩ,vi.ˈzi.ɲu,-,ˈzi,2,3,-,2,-,Medial,vi,ˈd̠ʒĩ,vi,ɲu,,vizinho,neighbor,Bandeira2017[366-412],
Principense,viˈd̠ʒĩ,viˈziɲu,vi.ˈd̠ʒĩ,vi.ˈzi.ɲu,ˈd̠ʒĩ,ɲu,2,3,2,3,Final,Final,-,2,ˈzi,3,,vizinho,neighbor,Bandeira2017[366-412],
Principense,aʀimɐ̃ˈzɛ̃,aɾmɐˈzɐ̃j̃,a.ʀi.mɐ̃.ˈzɛ̃,aɾ.mɐ.ˈzɐ̃j̃,a,aɾ,4,3,1,1,Initial,Initial,0,ʀi,0,-,assimilation,armazém,warehouse,Bandeira2017[366-412],
Principense,aʀimɐ̃ˈzɛ̃,aɾmɐˈzɐ̃j̃,a.ʀi.mɐ̃.ˈzɛ̃,aɾ.mɐ.ˈzɐ̃j̃,ʀi,-,4,3,2,-,Medial,-,a,mɐ̃,aɾ,mɐ,,armazém,warehouse,Bandeira2017[366-412],
Principense,aʀimɐ̃ˈzɛ̃,aɾmɐˈzɐ̃j̃,a.ʀi.mɐ̃.ˈzɛ̃,aɾ.mɐ.ˈzɐ̃j̃,mɐ̃,mɐ,4,3,3,2,Medial,Medial,ʀi,ˈzɛ̃,-,ˈzɐ̃j̃,,armazém,warehouse,Bandeira2017[366-412],
Principense,aʀimɐ̃ˈzɛ̃,aɾmɐˈzɐ̃j̃,a.ʀi.mɐ̃.ˈzɛ̃,aɾ.mɐ.ˈzɐ̃j̃,ˈzɛ̃,ˈzɐ̃j̃,4,3,4,3,Final,Final,mɐ̃,4,mɐ,3,,armazém,warehouse,Bandeira2017[366-412],
Principense,ˈpɔ̃t̠ʃivaˈpo,ˈpõtɨ vɐˈpoɾ,ˈpɔ̃.t̠ʃi.va ˈpo,ˈpõ.tɨ vɐ.ˈpoɾ,ˈpɔ̃,ˈpõ,4,3,1,1,Initial,Initial,0,t̠ʃi,0,tɨ,,cais,pier,Bandeira2017[366-412],
Principense,ˈpɔ̃t̠ʃivaˈpo,ˈpõtɨ vɐˈpoɾ,ˈpɔ̃.t̠ʃi.va ˈpo,ˈpõ.tɨ vɐ.ˈpoɾ,t̠ʃi,tɨ,4,3,2,2,Medial,Medial,ˈpɔ̃,va,ˈpõ,vɐ,,cais,pier,Bandeira2017[366-412],
Principense,ˈpɔ̃t̠ʃivaˈpo,ˈpõtɨ vɐˈpoɾ,ˈpɔ̃.t̠ʃi.va ˈpo,ˈpõ.tɨ vɐ.ˈpoɾ,va,vɐ,4,3,3,3,Medial,Final,t̠ʃi,ˈpo,tɨ,ˈpoɾ,,cais,pier,Bandeira2017[366-412],
Principense,ˈpɔ̃t̠ʃivaˈpo,ˈpõtɨ vɐˈpoɾ,ˈpɔ̃.t̠ʃi.va ˈpo,ˈpõ.tɨ vɐ.ˈpoɾ,ˈpo,ˈpoɾ,4,3,4,4,Final,Medial,va,4,vɐ,4,,cais,pier,Bandeira2017[366-412],
Principense,ˈfja,ˈfejɾɐ,ˈfja,ˈfej.ɾɐ,ˈfja,ˈfej,1,2,1,1,Final,Initial,0,-,0,ɾɐ,metathesis,feira,market,Bandeira2017[366-412],
Principense,ˈfja,ˈfejɾɐ,ˈfja,ˈfej.ɾɐ,-,ɾɐ,1,2,-,2,-,Final,ˈfja,-,ˈfej,2,,feira,market,Bandeira2017[366-412],
Principense,ˈge:zɐ,iˈgɾɐjʒɐ,ˈge:.zɐ,i.ˈgɾɐj.ʒɐ,-,i,2,3,-,1,-,Initial,0,ˈge:,0,ˈgɾɐj,metathesis,igreja,church,Bandeira2017[366-412],
Principense,ˈge:zɐ,iˈgɾɐjʒɐ,ˈge:.zɐ,i.ˈgɾɐj.ʒɐ,ˈge:,ˈgɾɐj,2,3,1,2,Initial,Medial,-,zɐ,i,ʒɐ,,igreja,church,Bandeira2017[366-412],
Principense,ˈge:zɐ,iˈgɾɐjʒɐ,ˈge:.zɐ,i.ˈgɾɐj.ʒɐ,zɐ,ʒɐ,2,3,2,3,Final,Final,ˈge:,2,ˈgɾɐj,3,,igreja,church,Bandeira2017[366-412],
Principense,kaˈd̠ʒja,kɐˈdejɐ,ka.ˈd̠ʒja,kɐ.ˈdej.ɐ,ka,kɐ,2,3,1,1,Initial,Initial,0,ˈd̠ʒja,0,ˈdej,metathesis,cadeia,prison,Bandeira2017[366-412],
Principense,kaˈd̠ʒja,kɐˈdejɐ,ka.ˈd̠ʒja,kɐ.ˈdej.ɐ,ˈd̠ʒja,ˈdej,2,3,2,2,Final,Medial,ka,-,kɐ,ɐ,,cadeia,prison,Bandeira2017[366-412],
Principense,kaˈd̠ʒja,kɐˈdejɐ,ka.ˈd̠ʒja,kɐ.ˈdej.ɐ,-,ɐ,2,3,-,3,-,Final,ˈd̠ʒja,-,ˈdej,3,,cadeia,prison,Bandeira2017[366-412],
Principense,ˈkaʃi,ˈkazɐ,ˈka.ʃi,ˈka.zɐ,ˈka,ˈka,2,2,1,1,Initial,Initial,0,ʃi,0,zɐ,,casa,house,Bandeira2017[366-412],
Principense,ˈkaʃi,ˈkazɐ,ˈka.ʃi,ˈka.zɐ,ʃi,zɐ,2,2,2,2,Final,Final,ˈka,2,ˈka,2,,casa,house,Bandeira2017[366-412],
Principense,oˈvjo,fluˈɾeʃtɐ,o.ˈvjo,flu.ˈɾeʃ.tɐ,,,2,3,,,#N/A,#N/A,0,,0,,metathesis,floresta,forest,Bandeira2017[366-412],Not of portuguese origin
Principense,kuˈʃɐ̃,kuˈziɲɐ,ku.ˈʃɐ̃,ku.ˈzi.ɲɐ,ku,ku,2,3,1,1,Initial,Initial,0,-,0,ˈzi,metathesis,cozinha,kitchen,Bandeira2017[366-412],
Principense,kuˈʃɐ̃,kuˈziɲɐ,ku.ˈʃɐ̃,ku.ˈzi.ɲɐ,-,ˈzi,2,3,-,2,-,Medial,ku,ˈʃɐ̃,ku,ɲɐ,,cozinha,kitchen,Bandeira2017[366-412],
Principense,kuˈʃɐ̃,kuˈziɲɐ,ku.ˈʃɐ̃,ku.ˈzi.ɲɐ,ˈʃɐ̃,ɲɐ,2,3,2,3,Final,Final,-,2,ˈzi,3,,cozinha,kitchen,Bandeira2017[366-412],
Principense,uˈkwatu,ˈkwaɾtu,u.ˈkwa.tu,ˈkwaɾ.tu,u,ˈkwaɾ,3,2,1,1,Initial,Initial,0,ˈkwa,0,-,,quarto,room,Bandeira2017[366-412],
Principense,uˈkwatu,ˈkwaɾtu,u.ˈkwa.tu,ˈkwaɾ.tu,ˈkwa,-,3,2,2,-,Medial,-,u,tu,ˈkwaɾ,tu,,quarto,room,Bandeira2017[366-412],
Principense,uˈkwatu,ˈkwaɾtu,u.ˈkwa.tu,ˈkwaɾ.tu,tu,tu,3,2,3,2,Final,Final,ˈkwa,3,-,2,,quarto,room,Bandeira2017[366-412],
Principense,ˈugɐ,ˈʀuɐ,ˈu.gɐ,ˈʀu.ɐ,ˈu,ˈʀu,2,2,1,1,Initial,Initial,0,gɐ,0,ɐ,metathesis,rua,street,Bandeira2017[366-412],
Principense,ˈugɐ,ˈʀuɐ,ˈu.gɐ,ˈʀu.ɐ,gɐ,ɐ,2,2,2,2,Final,Final,ˈu,2,ˈʀu,2,,rua,street,Bandeira2017[366-412],
Principense,ˈmuro,ˈmuɾu,ˈmu.ro,ˈmu.ɾu,ˈmu,ˈmu,2,2,1,1,Initial,Initial,0,ro,0,ɾu,,muro,wall,Bandeira2017[366-412],
Principense,ˈmuro,ˈmuɾu,ˈmu.ro,ˈmu.ɾu,ro,ɾu,2,2,2,2,Final,Final,ˈmu,2,ˈmu,2,,muro,wall,Bandeira2017[366-412],
Principense,ˈpa:sɐ,ˈpɾasɐ,ˈpa:.sɐ,ˈpɾa.sɐ,ˈpa:,ˈpɾa,2,2,1,1,Initial,Initial,0,sɐ,0,sɐ,,praça,square,Bandeira2017[366-412],
Principense,ˈpa:sɐ,ˈpɾasɐ,ˈpa:.sɐ,ˈpɾa.sɐ,sɐ,sɐ,2,2,2,2,Final,Final,ˈpa:,2,ˈpɾa,2,,praça,square,Bandeira2017[366-412],
Principense,pɔˈsɐ̃,puvuɐˈsɐ̃w̃,pɔ.ˈsɐ̃,pu.vu.ɐ.ˈsɐ̃w̃,pɔ,pu,2,4,1,1,Initial,Initial,0,-,0,vu,metathesis,povoação,city,Bandeira2017[366-412],
Principense,pɔˈsɐ̃,puvuɐˈsɐ̃w̃,pɔ.ˈsɐ̃,pu.vu.ɐ.ˈsɐ̃w̃,-,vu,2,4,-,2,-,Medial,pɔ,-,pu,ɐ,,povoação,city,Bandeira2017[366-412],
Principense,pɔˈsɐ̃,puvuɐˈsɐ̃w̃,pɔ.ˈsɐ̃,pu.vu.ɐ.ˈsɐ̃w̃,-,ɐ,2,4,-,3,-,Medial,-,ˈsɐ̃,vu,ˈsɐ̃w̃,,povoação,city,Bandeira2017[366-412],
Principense,pɔˈsɐ̃,puvuɐˈsɐ̃w̃,pɔ.ˈsɐ̃,pu.vu.ɐ.ˈsɐ̃w̃,ˈsɐ̃,ˈsɐ̃w̃,2,4,2,4,Final,Final,-,2,ɐ,4,,povoação,city,Bandeira2017[366-412],
Principense,pɔˈtɐ̃,puɾˈtɐ̃w̃,pɔ.ˈtɐ̃,puɾ.ˈtɐ̃w̃,pɔ,puɾ,2,2,1,1,Initial,Initial,0,ˈtɐ̃,0,ˈtɐ̃w̃,,portão,gate,Bandeira2017[366-412],
Principense,pɔˈtɐ̃,puɾˈtɐ̃w̃,pɔ.ˈtɐ̃,puɾ.ˈtɐ̃w̃,ˈtɐ̃,ˈtɐ̃w̃,2,2,2,2,Final,Final,pɔ,2,puɾ,2,,portão,gate,Bandeira2017[366-412],
Principense,ˈsalɐ,ˈsalɐ,ˈsa.lɐ,ˈsa.lɐ,ˈsa,ˈsa,2,2,1,1,Initial,Initial,0,lɐ,0,lɐ,,sala,living room,Bandeira2017[366-412],
Principense,ˈsalɐ,ˈsalɐ,ˈsa.lɐ,ˈsa.lɐ,lɐ,lɐ,2,2,2,2,Final,Final,ˈsa,2,ˈsa,2,,sala,living room,Bandeira2017[366-412],
Principense,sɐ̃ˈzalɐ,sẽˈzalɐ,sɐ̃.ˈza.lɐ,sẽ.ˈza.lɐ,sɐ̃,sẽ,3,3,1,1,Initial,Initial,0,ˈza,0,ˈza,assimilation,senzala,slave quarters,Bandeira2017[366-412],
Principense,sɐ̃ˈzalɐ,sẽˈzalɐ,sɐ̃.ˈza.lɐ,sẽ.ˈza.lɐ,ˈza,ˈza,3,3,2,2,Medial,Medial,sɐ̃,lɐ,sẽ,lɐ,,senzala,slave quarters,Bandeira2017[366-412],
Principense,sɐ̃ˈzalɐ,sẽˈzalɐ,sɐ̃.ˈza.lɐ,sẽ.ˈza.lɐ,lɐ,lɐ,3,3,3,3,Final,Final,ˈza,3,ˈza,3,,senzala,slave quarters,Bandeira2017[366-412],
Principense,ʃimĩˈtɛw,sɨmiˈtɛɾiu,ʃi.mĩ.ˈtɛw,sɨ.mi.ˈtɛ.ɾi.u,ʃi,sɨ,3,5,1,1,Initial,Initial,0,mĩ,0,mi,metathesis,cemitério,cemetery,Bandeira2017[366-412],
Principense,ʃimĩˈtɛw,sɨmiˈtɛɾiu,ʃi.mĩ.ˈtɛw,sɨ.mi.ˈtɛ.ɾi.u,mĩ,mi,3,5,2,2,Medial,Medial,ʃi,ˈtɛw,sɨ,ˈtɛ,,cemitério,cemetery,Bandeira2017[366-412],
Principense,ʃimĩˈtɛw,sɨmiˈtɛɾiu,ʃi.mĩ.ˈtɛw,sɨ.mi.ˈtɛ.ɾi.u,ˈtɛw,ˈtɛ,3,5,3,3,Final,Medial,mĩ,-,mi,ɾi,,cemitério,cemetery,Bandeira2017[366-412],
Principense,ʃimĩˈtɛw,sɨmiˈtɛɾiu,ʃi.mĩ.ˈtɛw,sɨ.mi.ˈtɛ.ɾi.u,-,ɾi,3,5,-,4,-,Medial,ˈtɛw,-,ˈtɛ,u,,cemitério,cemetery,Bandeira2017[366-412],
Principense,ʃimĩˈtɛw,sɨmiˈtɛɾiu,ʃi.mĩ.ˈtɛw,sɨ.mi.ˈtɛ.ɾi.u,-,u,3,5,-,5,-,Final,-,-,ɾi,5,,cemitério,cemetery,Bandeira2017[366-412],
Principense,ˈto,ˈtoʀɨ,ˈto,ˈto.ʀɨ,ˈto,ˈto,1,2,1,1,Final,Initial,0,-,0,ʀɨ,metathesis,torre,tower,Bandeira2017[366-412],
Principense,ˈto,ˈtoʀɨ,ˈto,ˈto.ʀɨ,-,ʀɨ,1,2,-,2,-,Final,ˈto,-,ˈto,2,,torre,tower,Bandeira2017[366-412],
Principense,uˈfɛw,ˈfɛʀu,u.ˈfɛw,ˈfɛ.ʀu,u,-,2,2,1,-,Initial,-,0,ˈfɛw,0,ˈfɛ,,ferro,iron,Bandeira2017[366-412],
Principense,uˈfɛw,ˈfɛʀu,u.ˈfɛw,ˈfɛ.ʀu,ˈfɛw,ˈfɛ,2,2,2,1,Final,Initial,u,-,-,ʀu,,ferro,iron,Bandeira2017[366-412],
Principense,uˈfɛw,ˈfɛʀu,u.ˈfɛw,ˈfɛ.ʀu,-,ʀu,2,2,-,2,-,Final,ˈfɛw,-,ˈfɛ,2,,ferro,iron,Bandeira2017[366-412],
Principense,ˈoro,ˈoɾu,ˈo.ro,ˈo.ɾu,ˈo,ˈo,2,2,1,1,Initial,Initial,0,ro,0,ɾu,,ouro,gold,Bandeira2017[366-412],
Principense,ˈoro,ˈoɾu,ˈo.ro,ˈo.ɾu,ro,ɾu,2,2,2,2,Final,Final,ˈo,2,ˈo,2,,ouro,gold,Bandeira2017[366-412],
Principense,ˈpa:tɐ,ˈpɾatɐ,ˈpa:.tɐ,ˈpɾa.tɐ,ˈpa:,ˈpɾa,2,2,1,1,Initial,Initial,0,tɐ,0,tɐ,,prata,silver,Bandeira2017[366-412],
Principense,ˈpa:tɐ,ˈpɾatɐ,ˈpa:.tɐ,ˈpɾa.tɐ,tɐ,tɐ,2,2,2,2,Final,Final,ˈpa:,2,ˈpɾa,2,,prata,silver,Bandeira2017[366-412],
Principense,ˈsũbu,ˈʃũbu,ˈsũ.bu,ˈʃũ.bu,ˈsũ,ˈʃũ,2,2,1,1,Initial,Initial,0,bu,0,bu,,chumbo,lead,Bandeira2017[366-412],
Principense,ˈsũbu,ˈʃũbu,ˈsũ.bu,ˈʃũ.bu,bu,bu,2,2,2,2,Final,Final,ˈsũ,2,ˈʃũ,2,,chumbo,lead,Bandeira2017[366-412],
Principense,aˈrja,ɐˈɾɐjɐ,a.ˈrja,ɐ.ˈɾɐj.ɐ,a,ɐ,2,3,1,1,Initial,Initial,0,ˈrja,0,ˈɾɐj,metathesis,areia,sand,Bandeira2017[366-412],
Principense,aˈrja,ɐˈɾɐjɐ,a.ˈrja,ɐ.ˈɾɐj.ɐ,ˈrja,ˈɾɐj,2,3,2,2,Final,Medial,a,-,ɐ,ɐ,,areia,sand,Bandeira2017[366-412],
Principense,aˈrja,ɐˈɾɐjɐ,a.ˈrja,ɐ.ˈɾɐj.ɐ,-,ɐ,2,3,-,3,-,Final,ˈrja,-,ˈɾɐj,3,,areia,sand,Bandeira2017[366-412],
Principense,ˈaruku,ˈaɾku,ˈa.ru.ku,ˈaɾ.ku,ˈa,ˈaɾ,3,2,1,1,Initial,Initial,0,ru,0,ku,,arco-íris,rainbow,Bandeira2017[366-412],
Principense,ˈaruku,ˈaɾku,ˈa.ru.ku,ˈaɾ.ku,ru,ku,3,2,2,2,Medial,Final,ˈa,ku,ˈaɾ,-,,arco-íris,rainbow,Bandeira2017[366-412],
Principense,ˈaruku,ˈaɾku,ˈa.ru.ku,ˈaɾ.ku,ku,-,3,2,3,-,Final,-,ru,3,ku,-,,arco-íris,rainbow,Bandeira2017[366-412],
Principense,uˈbaw,ˈbaʀu,u.ˈbaw,ˈba.ʀu,u,-,2,2,1,-,Initial,-,0,ˈbaw,0,ˈba,,barro,clay,Bandeira2017[366-412],
Principense,uˈbaw,ˈbaʀu,u.ˈbaw,ˈba.ʀu,ˈbaw,ˈba,2,2,2,1,Final,Initial,u,-,-,ʀu,,,,,
Principense,uˈbaw,ˈbaʀu,u.ˈbaw,ˈba.ʀu,-,ʀu,2,2,-,2,-,Final,ˈbaw,-,ˈba,2,,barro,clay,Bandeira2017[366-412],
Principense,uˈbudu,ˈpedɾɐ,u.ˈbu.du,ˈpe.dɾɐ,,,3,2,,,#N/A,#N/A,0,,0,,,pedra,stone,Bandeira2017[366-412],Not of portuguese origin
Principense,ˈfjo,ˈfɾiu,ˈfjo,ˈfɾi.u,ˈfjo,ˈfɾi,1,2,1,1,Final,Initial,0,-,0,u,metathesis,frio,cold,Bandeira2017[366-412],
Principense,ˈfjo,ˈfɾiu,ˈfjo,ˈfɾi.u,-,u,1,2,-,2,-,Final,ˈfjo,-,ˈfɾi,2,,frio,cold,Bandeira2017[366-412],
Principense,igiˈgu,fuˈmaɾ,i.gi.ˈgu,fu.ˈmaɾ,,,3,2,,,#N/A,#N/A,0,,0,,,fumar,smoke,Bandeira2017[366-412],Not of portuguese origin
Principense,ˈiɛ,ˈiʎɐ,ˈi.ɛ,ˈi.ʎɐ,ˈi,ˈi,2,2,1,1,Initial,Initial,0,ɛ,0,ʎɐ,metathesis,ilha,island,Bandeira2017[366-412],
Principense,ˈiɛ,ˈiʎɐ,ˈiɛ,ˈi.ʎɐ,ɛ,ʎɐ,1,2,2,2,Medial,Final,ˈi,2,ˈi,2,,ilha,island,Bandeira2017[366-412],
Principense,kaˈlo,kɐˈloɾ,ka.ˈlo,kɐ.ˈloɾ,ka,kɐ,2,2,1,1,Initial,Initial,0,ˈlo,0,ˈloɾ,,calor,heat,Bandeira2017[366-412],
Principense,kaˈlo,kɐˈloɾ,ka.ˈlo,kɐ.ˈloɾ,ˈlo,ˈloɾ,2,2,2,2,Final,Final,ka,2,kɐ,2,,calor,heat,Bandeira2017[366-412],
Principense,iˈbi,kaɾˈvɐ̃w̃,i.ˈbi,kaɾ.ˈvɐ̃w̃,,,2,2,,,#N/A,#N/A,0,,0,,,carvão,coal,Bandeira2017[366-412],Not of portuguese origin
Principense,mjɐ̃ˈmja,ʀɨˈlɐ̃pɐgu,mjɐ̃.ˈmja,ʀɨ.ˈlɐ̃.pɐ.gu,,,2,4,,,#N/A,#N/A,0,,0,,,relâmpago,lightning,Bandeira2017[366-412],Not of portuguese origin
Principense,ˈnovi,ˈnuvɐ̃j̃,ˈno.vi,ˈnu.vɐ̃j̃,ˈno,ˈnu,2,2,1,1,Initial,Initial,0,vi,0,vɐ̃j̃,assimilation,nuvem,cloud,Bandeira2017[366-412],
Principense,ˈnovi,ˈnuvɐ̃j̃,ˈno.vi,ˈnu.vɐ̃j̃,vi,vɐ̃j̃,2,2,2,2,Final,Final,ˈno,2,ˈnu,2,,nuvem,cloud,Bandeira2017[366-412],
Principense,uˈnwa,ˈluɐ,u.ˈnwa,ˈlu.ɐ,u,ˈlu,2,2,1,1,Initial,Initial,0,ˈnwa,0,ɐ,dissimilation,lua,moon,Bandeira2017[366-412],
Principense,uˈnwa,ˈluɐ,u.ˈnwa,ˈlu.ɐ,ˈnwa,ɐ,2,2,2,2,Final,Final,u,2,ˈlu,2,,lua,moon,Bandeira2017[366-412],
Principense,iˈɲɐ̃,ˈlɐɲɐ,i.ˈɲɐ̃,ˈlɐ.ɲɐ,i,ˈlɐ,2,2,1,1,Initial,Initial,0,ˈɲɐ̃,0,ɲɐ,,lenha,wood,Bandeira2017[366-412],
Principense,iˈɲɐ̃,ˈlɐɲɐ,i.ˈɲɐ̃,ˈlɐ.ɲɐ,ˈɲɐ̃,ɲɐ,2,2,2,2,Final,Final,i,2,ˈlɐ,2,,lenha,wood,Bandeira2017[366-412],
Principense,oˈmwe,ˈmaɾ,o.ˈmwe,ˈmaɾ,o,-,2,1,1,1,Initial,Final,0,ˈmwe,0,ˈmaɾ,,mar,sea,Bandeira2017[366-412],
Principense,oˈmwe,ˈmaɾ,o.ˈmwe,ˈmaɾ,ˈmwe,ˈmaɾ,2,1,2,-,Final,-,o,2,-,-,,mar,sea,Bandeira2017[366-412],
Principense,ɔˈpɔ,ˈpɔ,ɔ.ˈpɔ,ˈpɔ,ɔ,-,2,1,1,-,Initial,-,0,ˈpɔ,0,ˈpɔ,,pó,powder,Bandeira2017[366-412],
Principense,ɔˈpɔ,ˈpɔ,ɔ.ˈpɔ,ˈpɔ,ˈpɔ,ˈpɔ,2,1,2,1,Final,Final,ɔ,2,-,1,,pó,powder,Bandeira2017[366-412],
Principense,oˈrjo,ˈʀiu,o.ˈrjo,ˈʀi.u,o,-,2,2,1,-,Initial,-,0,ˈrjo,0,ˈʀi,,rio,river,Bandeira2017[366-412],
Principense,oˈrjo,ˈʀiu,o.ˈrjo,ˈʀi.u,ˈrjo,ˈʀi,2,2,2,1,Final,Initial,o,-,-,u,,rio,river,Bandeira2017[366-412],
Principense,oˈrjo,ˈʀiu,o.ˈrjo,ˈʀi.u,-,u,2,2,-,2,-,Final,ˈrjo,-,ˈʀi,2,,rio,river,Bandeira2017[366-412],
Principense,ɔˈsɛ,ˈsɛw,ɔ.ˈsɛ,ˈsɛw,ɔ,-,2,1,1,-,Initial,-,0,ˈsɛ,0,ˈsɛw,,céu,sky,Bandeira2017[366-412],
Principense,ɔˈsɛ,ˈsɛw,ɔ.ˈsɛ,ˈsɛw,ˈsɛ,ˈsɛw,2,1,2,1,Final,Final,ɔ,2,-,1,,céu,sky,Bandeira2017[366-412],
Principense,uˈpiku,ˈpiku,u.ˈpi.ku,ˈpi.ku,u,-,3,2,1,-,Initial,-,0,ˈpi,0,ˈpi,,pico,peak,Bandeira2017[366-412],
Principense,uˈpiku,ˈpiku,u.ˈpi.ku,ˈpi.ku,ˈpi,ˈpi,3,2,2,1,Medial,Initial,u,ku,-,ku,,pico,peak,Bandeira2017[366-412],
Principense,uˈpiku,ˈpiku,u.ˈpi.ku,ˈpi.ku,ku,ku,3,2,3,2,Final,Final,ˈpi,3,ˈpi,2,,pico,peak,Bandeira2017[366-412],
Principense,rɔˈvwɛ,oɾˈvaʎu,rɔ.ˈvwɛ,oɾ.ˈva.ʎu,rɔ,oɾ,2,3,1,1,Initial,Initial,0,-,0,ˈva,metathesis,orvalho,dew,Bandeira2017[366-412],
Principense,rɔˈvwɛ,oɾˈvaʎu,rɔ.ˈvwɛ,oɾ.ˈva.ʎu,-,ˈva,2,3,-,2,-,Medial,rɔ,ˈvwɛ,oɾ,ʎu,,orvalho,dew,Bandeira2017[366-412],
Principense,rɔˈvwɛ,oɾˈvaʎu,rɔ.ˈvwɛ,oɾ.ˈva.ʎu,ˈvwɛ,ʎu,2,3,2,3,Final,Final,-,2,ˈva,3,,orvalho,dew,Bandeira2017[366-412],
Principense,uˈsɔlu,ˈsɔl,u.ˈsɔ.lu,ˈsɔl,u,-,3,1,1,-,Initial,-,0,ˈsɔ,0,ˈsɔl,,sol,sun,Bandeira2017[366-412],
Principense,uˈsɔlu,ˈsɔl,u.ˈsɔ.lu,ˈsɔl,ˈsɔ,ˈsɔl,3,1,2,1,Medial,Final,u,lu,-,-,,sol,sun,Bandeira2017[366-412],
Principense,uˈsɔlu,ˈsɔl,u.ˈsɔ.lu,ˈsɔl,lu,-,3,1,3,-,Final,-,ˈsɔ,3,ˈsɔl,-,,sol,sun,Bandeira2017[366-412],
Principense,ʃˈtɛlɐ,ʃˈtɾelɐ,ʃ.ˈtɛ.lɐ,ʃ.ˈtɾe.lɐ,ʃ,ʃ,3,3,1,1,Initial,Initial,0,ˈtɛ,0,ˈtɾe,assimilation,estrela,star,Bandeira2017[366-412],
